object_key,source_url,purpose,owner,media_file_id,mime,bytes
media/f396b4e7-c3b9-e5c1-5554-8491c9e29e9c/profile-image/b33a20ba-596b-46b6-b8a6-3b5d8e745a9e.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2656601_image2_1.jpg,PROFILE_IMAGE,eunji@soomgil.app,696d48a1-155a-4c25-93e5-00085b4c38cd,image/jpeg,359045
media/fbdb39b1-ab5c-aa7f-9509-6edd35d9934d/profile-image/52df6d26-7712-4808-b0d8-fef8279e1bfe.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3330103_image2_1.jpg,PROFILE_IMAGE,woojin@soomgil.app,95b5e49f-a36c-40d6-bb86-aa52e845e54f,image/jpeg,696734
media/f70ec0c1-d528-74f7-d40a-d90de8d13acc/profile-image/13df3367-3c2e-463f-a14f-9813acf2c571.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3460260_image2_1.jpg,PROFILE_IMAGE,chaewon@soomgil.app,9691e04b-87a2-4bba-99b8-4a524354dc8c,image/jpeg,155652
media/2cc30ebf-ff5b-c60c-fb38-592323cf50c3/profile-image/1ec995a5-fca9-40ca-bb9c-038a6b63aaac.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3336622_image2_1.jpg,PROFILE_IMAGE,hyunwoo@soomgil.app,a4efbada-0630-49d1-b899-55d6f621938b,image/jpeg,347962
media/c13955be-6ebb-fedb-7589-f3d0271c2d1c/community-post/92b595a7-ada1-44d7-ba46-e099f04b5690.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2678633_image2_1.jpg,COMMUNITY_POST,seoyeon@soomgil.app,b18458ec-89f8-4ee6-a107-7c5faec771f2,image/jpeg,380694
media/c13955be-6ebb-fedb-7589-f3d0271c2d1c/community-post/6c810183-20c6-4067-a8ec-36f59ae046b0.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2678633_image3_1.jpg,COMMUNITY_POST,seoyeon@soomgil.app,55c8d8c7-948d-4eb8-ba1b-767af52251d7,image/jpeg,46727
media/c13955be-6ebb-fedb-7589-f3d0271c2d1c/community-post/1ca122f1-fbe3-4f4c-b117-0dcd02607bcc.jpg,https://picsum.photos/seed/jeju-126508/1200/800,COMMUNITY_POST,seoyeon@soomgil.app,19f8f94f-dc4b-471d-965f-2c1e817943f1,image/jpeg,170669
media/c13955be-6ebb-fedb-7589-f3d0271c2d1c/community-post/5fe58f9c-14d2-4970-ad27-a7d3347d9fc3.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3304404_image2_1.jpg,COMMUNITY_POST,seoyeon@soomgil.app,8313ee4d-6f28-49a1-aa84-a0fcac8c498a,image/jpeg,423556
media/2e0fce1f-6d11-ffec-e2d6-4f26fdcc08a0/community-post/b7729730-810d-42de-bec8-c707658071de.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2668981_image2_1.jpg,COMMUNITY_POST,doyun@soomgil.app,ca3ea9a2-c4ef-42e1-a797-a200d08ae4e9,image/jpeg,341409
media/2e0fce1f-6d11-ffec-e2d6-4f26fdcc08a0/community-post/7da7525c-b4df-48cd-956f-9fcb233b51fb.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2668981_image3_1.jpg,COMMUNITY_POST,doyun@soomgil.app,4edefabb-e42d-459a-8dbd-b6015d395c29,image/jpeg,40911
media/2e0fce1f-6d11-ffec-e2d6-4f26fdcc08a0/community-post/ad7e1251-7ff1-4d2c-bb58-b6b2935fe0e6.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2544890_image2_1.jpg,COMMUNITY_POST,doyun@soomgil.app,e55c60e9-ada4-4cca-901c-5fadec948e3c,image/jpeg,475509
media/2e0fce1f-6d11-ffec-e2d6-4f26fdcc08a0/community-post/9bcbf818-cf56-4610-a11a-b7f9d1a540e4.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2544890_image3_1.jpg,COMMUNITY_POST,doyun@soomgil.app,2e98a3eb-ef9a-40aa-98e3-844d697ea8b8,image/jpeg,84605
media/f70ec0c1-d528-74f7-d40a-d90de8d13acc/community-post/a788130f-f1b9-4d7f-b232-8184e05c1d36.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1585825_image2_1.jpg,COMMUNITY_POST,chaewon@soomgil.app,85c76776-5f9a-4d22-8532-708d2b08f14b,image/jpeg,361326
media/f70ec0c1-d528-74f7-d40a-d90de8d13acc/community-post/071b5006-64ea-4792-a18f-0e5282111eee.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1585825_image3_1.jpg,COMMUNITY_POST,chaewon@soomgil.app,1c8f93bc-0de9-4851-ad41-fe8e27e92d62,image/jpeg,37890
media/3842a8d1-2e98-2713-0f9f-d9aa0d558784/community-post/695cd711-70cd-4f73-b367-b1454ada82d6.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3350776_image2_1.jpg,COMMUNITY_POST,yerin@soomgil.app,030454d6-5da4-4e36-a3b3-dc8a1ea865b6,image/jpeg,550583
media/3842a8d1-2e98-2713-0f9f-d9aa0d558784/community-post/08db21b0-75c6-4fb4-966b-c96c563099a8.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3350776_image3_1.jpg,COMMUNITY_POST,yerin@soomgil.app,16ecc36f-f09b-4f90-8e0f-13ade2bb0d4b,image/jpeg,21487
media/3842a8d1-2e98-2713-0f9f-d9aa0d558784/community-post/84364706-f559-4285-8652-80d9a1ddffcd.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3371547_image2_1.jpg,COMMUNITY_POST,yerin@soomgil.app,83a4fef1-7c9c-4d62-b757-8e630a9ead2f,image/jpeg,72772
media/3842a8d1-2e98-2713-0f9f-d9aa0d558784/community-post/58d78cf4-3b99-488e-b6c5-10f4a9d1ce9f.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3371547_image3_1.jpg,COMMUNITY_POST,yerin@soomgil.app,52e32b99-f855-451e-8867-10b4e5e4a402,image/jpeg,11918
media/94a2c47d-c925-379a-b0e0-222d34bade18/community-post/636b5e01-2a75-4aa2-9f51-bc3bcc1970c2.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2612467_image2_1.jpg,COMMUNITY_POST,minseok@soomgil.app,2ddc53be-9208-41f0-b549-0937f2b7ed32,image/jpeg,455554
media/94a2c47d-c925-379a-b0e0-222d34bade18/community-post/5edcd0a7-8e83-4896-9c12-27db4b313aa3.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2612467_image3_1.jpg,COMMUNITY_POST,minseok@soomgil.app,6adb143b-cdda-4599-bed4-36d27ec844aa,image/jpeg,47569
media/94a2c47d-c925-379a-b0e0-222d34bade18/community-post/e978640d-eede-45e3-8e8a-0e4f3760fa86.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3336622_image2_1.jpg,COMMUNITY_POST,minseok@soomgil.app,cb477334-f9e2-408c-949e-cb48de05f8c4,image/jpeg,347962
media/94a2c47d-c925-379a-b0e0-222d34bade18/community-post/50dc4dba-f2ba-4467-9d45-de9ae47aa489.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3336622_image3_1.jpg,COMMUNITY_POST,minseok@soomgil.app,19c7cd19-cad2-4aaf-bb09-bbec7f5b6a03,image/jpeg,15058
media/2cc30ebf-ff5b-c60c-fb38-592323cf50c3/community-post/abf453de-12b9-41ce-9e3c-bd877536bfbc.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2918063_image2_1.jpg,COMMUNITY_POST,hyunwoo@soomgil.app,56cccd1b-0481-4c33-84e1-4e89749ffbba,image/jpeg,620436
media/2cc30ebf-ff5b-c60c-fb38-592323cf50c3/community-post/256f8216-9624-4512-a41f-3d90d591d87a.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2918063_image3_1.jpg,COMMUNITY_POST,hyunwoo@soomgil.app,80cd5fee-d7ac-4d69-8099-cafbda6bef4a,image/jpeg,19366
media/2cc30ebf-ff5b-c60c-fb38-592323cf50c3/community-post/255ab8ac-ff90-435e-a997-6f8149d2e94a.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3008995_image2_1.jpg,COMMUNITY_POST,hyunwoo@soomgil.app,615b3708-8964-498f-aa62-8d380991d617,image/jpeg,414839
media/2cc30ebf-ff5b-c60c-fb38-592323cf50c3/community-post/d9cf568b-dc32-4b5e-8507-78f4ea93ebf4.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3008995_image3_1.jpg,COMMUNITY_POST,hyunwoo@soomgil.app,a8679894-2529-439c-a047-a71ec8a2f31f,image/jpeg,14465
media/d001879e-c2e5-6325-435d-5180303fb90f/community-post/5dc52345-ff53-4757-b7c2-d45289cf7d59.jpg,https://picsum.photos/seed/jeju-126435/1200/800,COMMUNITY_POST,hana@soomgil.app,0e9fb04a-9588-49e5-9144-2d5aba21a1cf,image/jpeg,74549
media/d001879e-c2e5-6325-435d-5180303fb90f/community-post/2f90fa8a-d239-4df2-ab21-236d50f45f0e.jpg,http://tong.visitkorea.or.kr/cms/resource/74/3011874_image2_1.jpg,COMMUNITY_POST,hana@soomgil.app,58798767-b7bc-4e08-9771-301da20aee8b,image/jpeg,611623
media/5bebc6a2-a390-0f49-160e-cd13c4052530/community-post/a283d02a-aa52-46dd-b831-7d0e84336790.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3350622_image2_1.jpg,COMMUNITY_POST,jiwoo@soomgil.app,5971c84a-8fab-4d35-9845-8fa94cc28afa,image/jpeg,632154
media/5bebc6a2-a390-0f49-160e-cd13c4052530/community-post/13e78048-a29e-41f5-bb3e-f81adb1d0610.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3350622_image3_1.jpg,COMMUNITY_POST,jiwoo@soomgil.app,019c94e6-4b21-4e51-9a54-d8b58cb45a54,image/jpeg,20062
media/5bebc6a2-a390-0f49-160e-cd13c4052530/community-post/f24e17a4-2a60-49ae-9b28-4162adc8c526.jpg,https://picsum.photos/seed/jeju-126472/1200/800,COMMUNITY_POST,jiwoo@soomgil.app,0254ba4c-b5d7-4817-a747-f41759f379f6,image/jpeg,90480
media/5bebc6a2-a390-0f49-160e-cd13c4052530/community-post/bbbc2a26-2200-462d-883d-686bdf9d032f.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3354155_image2_1.jpg,COMMUNITY_POST,jiwoo@soomgil.app,2b3e81aa-e4f9-4d16-a5e1-d41c679e34ca,image/jpeg,550512
media/8178184a-d6af-a965-4923-3a3798e6f474/community-post/5e4d26ef-c20a-42dd-b5af-329996f96772.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2709799_image2_1.jpg,COMMUNITY_POST,sua@soomgil.app,625db8e8-31f7-4904-b483-483ada2084d7,image/jpeg,307035
media/8178184a-d6af-a965-4923-3a3798e6f474/community-post/e715bf26-21e9-433b-bc05-f7e364ffa40a.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2709799_image3_1.jpg,COMMUNITY_POST,sua@soomgil.app,93413487-f93b-44c6-b606-f9af3d7424b7,image/jpeg,45505
media/8178184a-d6af-a965-4923-3a3798e6f474/community-post/d9972d7f-508d-4d49-b203-0c59bd695773.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3330103_image2_1.jpg,COMMUNITY_POST,sua@soomgil.app,3084feb4-98c4-4e61-8147-408ab98c2b58,image/jpeg,696734
media/8178184a-d6af-a965-4923-3a3798e6f474/community-post/a4479b1f-26a7-499a-af5e-4212df3b2a3e.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3330103_image3_1.jpg,COMMUNITY_POST,sua@soomgil.app,ab96477b-3be5-41cd-904c-6f0dc601d820,image/jpeg,21909
media/f396b4e7-c3b9-e5c1-5554-8491c9e29e9c/community-post/80fa40b7-d56a-4e28-a0c1-6385ded09c93.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2678603_image2_1.jpg,COMMUNITY_POST,eunji@soomgil.app,90500d5d-1e5e-47fb-ba80-33fa05720107,image/jpeg,467202
media/f396b4e7-c3b9-e5c1-5554-8491c9e29e9c/community-post/57023730-7eab-4d3d-ae63-452397358429.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2678603_image3_1.jpg,COMMUNITY_POST,eunji@soomgil.app,a75eaae0-b41b-4ea0-b127-95609b551f4b,image/jpeg,74350
media/f396b4e7-c3b9-e5c1-5554-8491c9e29e9c/community-post/3b663dda-0883-4799-98a5-a1b1135f610d.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2656601_image2_1.jpg,COMMUNITY_POST,eunji@soomgil.app,2afcf017-d770-4846-8cfb-87e74efca4e4,image/jpeg,359045
media/f396b4e7-c3b9-e5c1-5554-8491c9e29e9c/community-post/df19c124-f9af-4130-bead-07de81761c6e.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2656601_image3_1.jpg,COMMUNITY_POST,eunji@soomgil.app,1ed8412a-9e29-40fb-898e-06a60ad41d53,image/jpeg,66100
media/fbdb39b1-ab5c-aa7f-9509-6edd35d9934d/community-post/596c8c37-94e9-40a1-8840-f1a88b0c1842.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2706225_image2_1.jpg,COMMUNITY_POST,woojin@soomgil.app,1465b6d7-8a47-49de-8722-42dcafbea5a6,image/jpeg,390657
media/fbdb39b1-ab5c-aa7f-9509-6edd35d9934d/community-post/062d4912-fd5b-47ed-a3a9-632be43d9f7f.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2706225_image3_1.jpg,COMMUNITY_POST,woojin@soomgil.app,d1c5acca-0fc2-448c-85d4-2d5765b76530,image/jpeg,42417
media/fbdb39b1-ab5c-aa7f-9509-6edd35d9934d/community-post/593508a3-860e-455b-8c02-0c621b4ab296.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3451947_image2_1.JPG,COMMUNITY_POST,woojin@soomgil.app,3aed890a-d078-42d8-9b1b-1a160455c1fa,image/jpeg,126047
media/fbdb39b1-ab5c-aa7f-9509-6edd35d9934d/community-post/0e1fd526-aade-4aad-ab1b-eb52fe5b507e.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3451947_image3_1.JPG,COMMUNITY_POST,woojin@soomgil.app,56c76dc5-7486-4e16-9ec8-8be71421dbf7,image/jpeg,18480
media/0f29c7a4-e855-a9ec-d9c6-79d9302adc38/community-post/ac96a6b1-f299-4739-ab7a-a8c21c58d934.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2713708_image2_1.jpg,COMMUNITY_POST,taeyang@soomgil.app,014a7aa1-147a-4b75-9a75-8e1eda0a1b25,image/jpeg,465526
media/0f29c7a4-e855-a9ec-d9c6-79d9302adc38/community-post/b5c7171f-ea25-4364-a1c6-a19f5585d56d.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2656584_image2_1.jpg,COMMUNITY_POST,taeyang@soomgil.app,1ed9f1cf-8a4d-4b37-9827-f21555efddd1,image/jpeg,492246
media/0f29c7a4-e855-a9ec-d9c6-79d9302adc38/community-post/0f14822c-68d3-4e16-b47c-18b415134b9d.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2656584_image3_1.jpg,COMMUNITY_POST,taeyang@soomgil.app,92183c81-3988-4082-b548-a580e82463b9,image/jpeg,68296
media/0f29c7a4-e855-a9ec-d9c6-79d9302adc38/community-post/b797cf51-2602-4d9c-97f6-ee028416999a.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3332326_image2_1.jpg,COMMUNITY_POST,taeyang@soomgil.app,549805e9-1417-4bf8-b3a0-b8ffabce330d,image/jpeg,315347
media/94a2c47d-c925-379a-b0e0-222d34bade18/community-post/a482db95-8216-4b5c-b1e9-6ba7d2cb616e.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2370378_image2_1.jpg,COMMUNITY_POST,minseok@soomgil.app,daeb5a23-471b-449a-a451-a453b2087145,image/jpeg,46828
media/94a2c47d-c925-379a-b0e0-222d34bade18/community-post/9df1f7fc-bede-4f0b-bdd9-baa1c96066eb.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3460260_image2_1.jpg,COMMUNITY_POST,minseok@soomgil.app,61bdac9e-ae19-4916-b3b8-21270ccd49fb,image/jpeg,155652
media/94a2c47d-c925-379a-b0e0-222d34bade18/community-post/c8da13e2-356c-4e0e-95e6-0e8ed094171d.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3460260_image3_1.jpg,COMMUNITY_POST,minseok@soomgil.app,55f4f317-c25e-45f7-b43b-1223c1c0c2a7,image/jpeg,16298
media/c13955be-6ebb-fedb-7589-f3d0271c2d1c/community-post/5e455054-1593-463a-88c1-4c0b816d0970.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3349677_image2_1.jpg,COMMUNITY_POST,seoyeon@soomgil.app,6c8df80b-3c5d-49ba-abdc-af40a3af210f,image/jpeg,445930
media/c13955be-6ebb-fedb-7589-f3d0271c2d1c/community-post/64e83879-da05-46f6-838a-169c0e7729ec.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3349677_image3_1.jpg,COMMUNITY_POST,seoyeon@soomgil.app,0075b8ea-9558-424a-99dc-7089457e7694,image/jpeg,15954
media/c13955be-6ebb-fedb-7589-f3d0271c2d1c/community-post/c0b0c28c-cf49-4a2b-89e0-e6cd34ff9665.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2921985_image2_1.jpg,COMMUNITY_POST,seoyeon@soomgil.app,19df63a9-705b-4b48-8239-0323fcb0f60a,image/jpeg,379352
media/c13955be-6ebb-fedb-7589-f3d0271c2d1c/community-post/e3f79845-e389-4310-aca7-01496e743c4a.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2921985_image3_1.jpg,COMMUNITY_POST,seoyeon@soomgil.app,7654003b-4bcc-4dda-a7e1-3dcc8c801715,image/jpeg,14464
media/7b9b8e0f-8d74-0f25-5a5c-7ecf044264e7/community-post/e1b21683-2631-4576-a931-8d4516db81aa.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2612502_image2_1.jpg,COMMUNITY_POST,demo1@soomgil.app,21841561-b27f-4861-a730-02ba48ced125,image/jpeg,472112
media/7b9b8e0f-8d74-0f25-5a5c-7ecf044264e7/community-post/ee62cb46-aa69-45fb-94d2-709e08fda494.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2612502_image3_1.jpg,COMMUNITY_POST,demo1@soomgil.app,c2545b10-6e73-4731-8c11-1ab8e39030bf,image/jpeg,64741
media/7b9b8e0f-8d74-0f25-5a5c-7ecf044264e7/community-post/dafcf703-da42-4bc5-949c-304509210280.jpg,https://picsum.photos/seed/jeju-126511/1200/800,COMMUNITY_POST,demo1@soomgil.app,263f67b0-1284-4c9e-b64c-d41f6353b65a,image/jpeg,122494
media/7b9b8e0f-8d74-0f25-5a5c-7ecf044264e7/community-post/12a7fd4a-97b8-4845-9b18-6cfd86cfa051.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2947522_image2_1.jpg,COMMUNITY_POST,demo1@soomgil.app,fbadd38a-c74e-4592-8376-93ecae3db78b,image/jpeg,279605
media/7b9b8e0f-8d74-0f25-5a5c-7ecf044264e7/community-post/efbb88e0-5ec8-4ccb-b334-8ce144ae6aeb.jpg,http://tong.visitkorea.or.kr/cms/resource/02/3314902_image2_1.jpg,COMMUNITY_POST,demo1@soomgil.app,9fe80382-1443-4d95-9718-0e7029ace28c,image/jpeg,519961
media/7b9b8e0f-8d74-0f25-5a5c-7ecf044264e7/community-post/46b34b9e-ea1b-4b8d-8fdf-c32939e08fcf.jpg,http://tong.visitkorea.or.kr/cms/resource/02/3314902_image3_1.jpg,COMMUNITY_POST,demo1@soomgil.app,b3f55e4f-dc39-4474-b6b8-138948b04c12,image/jpeg,19684
media/7b9b8e0f-8d74-0f25-5a5c-7ecf044264e7/community-post/abf9c662-8640-4d9d-9512-00747db29b37.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3311245_image2_1.jpg,COMMUNITY_POST,demo1@soomgil.app,12f2f15b-0d1d-47d0-b445-60571dbdbe80,image/jpeg,260972
media/7b9b8e0f-8d74-0f25-5a5c-7ecf044264e7/community-post/1d392499-91db-460a-a8b5-c449e7ba6482.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3311245_image3_1.jpg,COMMUNITY_POST,demo1@soomgil.app,62c65821-d47a-44a2-86f5-2b8bffdb0b06,image/jpeg,12398
media/551d0887-327e-9c05-5df7-6817966813c6/community-post/cedf7c9b-dd3a-4663-af8c-d68e80f0df54.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3011797_image2_1.jpg,COMMUNITY_POST,demo2@soomgil.app,408b10f5-7218-4115-9d22-49e6086efc37,image/jpeg,628285
media/551d0887-327e-9c05-5df7-6817966813c6/community-post/a4efabad-fa96-4506-a64f-f5f6a4f62329.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3011797_image3_1.jpg,COMMUNITY_POST,demo2@soomgil.app,fd689e27-adb8-403f-8b6a-b54bdf18dc1c,image/jpeg,20154
media/551d0887-327e-9c05-5df7-6817966813c6/community-post/b5f556fe-73e5-4037-a494-12f7408b3496.jpg,https://picsum.photos/seed/jeju-126438/1200/800,COMMUNITY_POST,demo2@soomgil.app,7d829b4c-b220-4846-a1af-01a8924a9c27,image/jpeg,106720
media/551d0887-327e-9c05-5df7-6817966813c6/community-post/7de4f99c-068c-4e85-8139-132967572b6c.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3096066_image2_1.jpg,COMMUNITY_POST,demo2@soomgil.app,b27cfb05-4b79-4bd7-934d-8989368ac72a,image/jpeg,477625
media/551d0887-327e-9c05-5df7-6817966813c6/community-post/04906472-6abd-4b28-9e75-6594a228e9d5.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2650855_image2_1.jpg,COMMUNITY_POST,demo2@soomgil.app,5f6536c4-5615-4947-a9e0-314c84d54b23,image/jpeg,314650
media/551d0887-327e-9c05-5df7-6817966813c6/community-post/9bc5747e-e3e8-497f-9da8-203e44d3330b.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2650855_image3_1.jpg,COMMUNITY_POST,demo2@soomgil.app,afa2dfb5-3920-4f66-8e22-21d9b040ffb1,image/jpeg,57435
media/551d0887-327e-9c05-5df7-6817966813c6/community-post/373981c2-e733-4a76-94b0-1bbda3df9f02.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3320712_image2_1.jpg,COMMUNITY_POST,demo2@soomgil.app,57581d21-7d3e-4fec-9fa2-310925d49672,image/jpeg,513434
media/551d0887-327e-9c05-5df7-6817966813c6/community-post/d67f97d8-5d61-4f10-8b66-cc0f89ba3f46.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3320712_image3_1.jpg,COMMUNITY_POST,demo2@soomgil.app,b39a90c5-0fee-4417-b0a0-5f6d724cfa86,image/jpeg,19973
